atr_k,risk_pct,max_positions,entry_confirm,min_rebalance_pct,total_return,cagr,vol,sharpe,max_drawdown,total_costs,rules_per_trade_risk_pct,rules_atr_k,rules_max_positions,rules_cost_bps,rules_max_gross_exposure_pct,regime_on,regime_symbol,regime_window,is_start,is_end
2.3,0.35,8,1,0.0,1.1826438677682418,0.0908071677687945,0.11352999881390373,0.8225983490857401,0.18223923951348472,14281.051027770065,0.0034999999999999996,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.35,10,1,0.0,1.170349704252577,0.09012125403492588,0.11385973241854266,0.8150201432677722,0.18425646139056,14300.828479760065,0.0034999999999999996,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.35,12,1,0.0,1.1888474050196667,0.09115197206391801,0.11428842782137984,0.8206629861686584,0.18117507141456587,14378.497459633589,0.0034999999999999996,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.4,8,1,0.0,1.4200265035716617,0.10342013912212877,0.12977783382384078,0.8235150998135957,0.20517083634072175,17498.59074824386,0.004,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.4,10,1,0.0,1.4112627950012495,0.10297445770570102,0.13020156907467306,0.818155864649647,0.20393175644747555,17481.769151100474,0.004,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.4,12,1,0.0,1.4451879939388235,0.10469181158938534,0.1306518719379083,0.8276982657659906,0.20543394490985167,17700.89431177098,0.004,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.45,8,1,0.0,1.6451585188199322,0.11440432269891465,0.14624836480060394,0.8141415742749517,0.2277863939901818,21081.048250640968,0.0045000000000000005,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.45,10,1,0.0,1.6617466041964306,0.11518038448535162,0.14661310045211232,0.8172259996461347,0.23115212402586913,21158.232134003672,0.0045000000000000005,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.45,12,1,0.0,1.686662749159392,0.11633803048155711,0.14710935449486068,0.8220214736623979,0.2354524238789482,21320.499357880464,0.0045000000000000005,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.5,8,1,0.0,1.9222235633523557,0.12683484455196892,0.1626383131521176,0.8159708461378654,0.25843758418117113,25215.38195163544,0.005,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.5,10,1,0.0,1.9302205212835553,0.12717781771881476,0.16301723319370143,0.8163156402125175,0.254810465806179,25130.11960706988,0.005,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.5,12,1,0.0,1.9804509279230889,0.12931326969778256,0.16352247975198456,0.8258779406516965,0.25229291027925616,25391.49349382109,0.005,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.4,0.35,8,1,0.0,1.125600641277762,0.08759511349474014,0.11126240592192638,0.8105513267946597,0.19004763814081957,13077.161269968037,0.0034999999999999996,2.4,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.4,0.35,10,1,0.0,1.125399746561035,0.08758366658348349,0.11165248993319354,0.8080140095635638,0.1919572330194774,13137.965604718382,0.0034999999999999996,2.4,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.4,0.35,12,1,0.0,1.1532857689040612,0.08916348163828136,0.11202674876674863,0.8186499754735114,0.19085003482746854,13248.773084032033,0.0034999999999999996,2.4,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.4,0.4,8,1,0.0,1.3166292672330315,0.09806787471894807,0.12739002430372254,0.798350241853018,0.22242031613094823,15941.816641516976,0.004,2.4,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
