atr_k,risk_pct,max_positions,entry_confirm,min_rebalance_pct,total_return,cagr,vol,sharpe,max_drawdown,total_costs,rules_per_trade_risk_pct,rules_atr_k,rules_max_positions,rules_cost_bps,rules_max_gross_exposure_pct,regime_on,regime_symbol,regime_window,is_start,is_end
2.5,0.45,12,1,0.002,1.5588559639469182,0.1102955520657789,0.14196688266680732,0.8082946494399833,0.2556772195086143,17900.692296181245,0.0045000000000000005,2.5,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.5,8,1,0.002,1.7336944719198177,0.11849744136125762,0.15691912840259398,0.7925157820212964,0.28258794073453575,20906.938292946998,0.005,2.5,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.5,10,1,0.002,1.7246054167119138,0.1180827144674117,0.1575161210159734,0.7877603814209868,0.2771863749877654,20826.10335539562,0.005,2.5,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.5,12,1,0.002,1.8207653836035727,0.12240950765491898,0.15773396553429822,0.8113731056389956,0.2750569237851617,21313.410694344922,0.005,2.5,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.35,8,1,0.002,1.0561993625015051,0.08358224539522596,0.10848028915673029,0.7944369970596573,0.19887108680174426,11159.104696664333,0.0034999999999999996,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.35,10,1,0.002,1.0378941693739474,0.08250376787251712,0.10876987571895905,0.7834529366902014,0.20268533059027818,11178.845890163886,0.0034999999999999996,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.35,12,1,0.002,1.089874398312439,0.0855441655245448,0.109141026310355,0.8068643469924214,0.20002648265480077,11332.942824419144,0.0034999999999999996,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.4,8,1,0.002,1.2544855180694547,0.0947480136777703,0.12406728589445544,0.7919480431251936,0.2249774562919084,13570.403066842344,0.004,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.4,10,1,0.002,1.2527579288428012,0.09465456544250661,0.12441416653491437,0.7894008281369858,0.22477289053635238,13618.734170951813,0.004,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.4,12,1,0.002,1.2831078059885184,0.09628705322536457,0.12480785301373852,0.7992456800577352,0.23075378812782948,13781.299107397981,0.004,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.45,8,1,0.002,1.4404184759548038,0.10445165414561619,0.13985827893168679,0.7806197024410866,0.2577442312566081,16214.849869354564,0.0045000000000000005,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.45,10,1,0.002,1.4783737514504192,0.10635136812864476,0.1400836335141467,0.7918573420859569,0.2500166259016301,16317.612564962916,0.0045000000000000005,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.45,12,1,0.002,1.4854046467336484,0.1067004329622967,0.1404837464269951,0.7922469992571372,0.25683218743083563,16411.922530878455,0.0045000000000000005,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.5,8,1,0.002,1.6798105250814346,0.11602061889561965,0.15525486546733422,0.7850542907999032,0.28371442302063704,19179.01805424553,0.005,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.5,10,1,0.002,1.7135838805666683,0.11757815738296085,0.1557331247099043,0.7920817827695366,0.2734526890562633,19329.038381439794,0.005,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.5,12,1,0.002,1.7372515938565067,0.11865941666477786,0.15621408550818497,0.796313230363853,0.2846493484033422,19484.448622587654,0.005,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.35,8,1,0.002,0.9982112339111004,0.08013591198699133,0.10756891043336338,0.7706457009700967,0.20567039862810885,10325.569421946075,0.0034999999999999996,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.35,10,1,0.002,1.0188708791042362,0.08137382210764299,0.10778713310648261,0.7799298714384608,0.19997826863297094,10366.601964619262,0.0034999999999999996,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.35,12,1,0.002,1.0490322081190748,0.08316100212692512,0.10806071075778201,0.7935139155607626,0.2028842535227891,10477.587192832983,0.0034999999999999996,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.4,8,1,0.002,1.2139045474593453,0.0925359160297381,0.12302251439206126,0.7811989376035089,0.22660878973852558,12591.868045606403,0.004,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.4,10,1,0.002,1.2206982250785878,0.09290874216242884,0.12326138954382596,0.7826895299401212,0.22427313233270513,12628.497341798815,0.004,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.4,12,1,0.002,1.2144216944382813,0.092564331950856,0.12364512852331412,0.7780925376969161,0.23300733856604966,12669.223059401964,0.004,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.45,8,1,0.002,1.3944648597766562,0.10211615413197173,0.13852977277845357,0.7715071804476216,0.25923615097049674,14962.873105079023,0.0045000000000000005,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.45,10,1,0.002,1.4336228014273553,0.10410875301679923,0.13875305947871466,0.7835085209546516,0.24986546930357825,15104.0621928881,0.0045000000000000005,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.45,12,1,0.002,1.424423287259056,0.10364319904203834,0.13915921655547378,0.7785939622899748,0.2590886992579385,15128.835544622118,0.0045000000000000005,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.5,8,1,0.002,1.6324651768393972,0.11380754737499377,0.15393285927029976,0.7776023783124595,0.27984469365451464,17705.707198608237,0.005,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.5,10,1,0.002,1.6605852792391866,0.11512619283642533,0.15431313598922475,0.783732879152668,0.27541037497334486,17814.723631977315,0.005,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.5,12,1,0.002,1.6608083442525454,0.11513660349253185,0.1547594473681524,0.7819769995426085,0.28728536936006616,17930.241114149496,0.005,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
