atr_k,risk_pct,max_positions,entry_confirm,min_rebalance_pct,total_return,cagr,vol,sharpe,max_drawdown,total_costs,rules_per_trade_risk_pct,rules_atr_k,rules_max_positions,rules_cost_bps,rules_max_gross_exposure_pct,regime_on,regime_symbol,regime_window,is_start,is_end
2.3,0.35,8,1,0.0,1.1733464644227278,0.09028876636213123,0.11365793531338421,0.8176204908626928,0.1821412016603159,14297.902955648244,0.0034999999999999996,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.35,10,1,0.0,1.1740652076688232,0.09032891201536986,0.11379124713177888,0.8171171523697749,0.17979857068936642,14289.73879366498,0.0034999999999999996,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.35,12,1,0.0,1.1872561221609397,0.09106360845297812,0.11430467488404059,0.819853880250145,0.18590691773503454,14417.774936272903,0.0034999999999999996,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.4,8,1,0.0,1.4339141866954765,0.10412347339816086,0.12987443890160497,0.8279065882433161,0.20525072860220694,17492.135480625697,0.004,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.4,10,1,0.0,1.3900827665776583,0.10189136779665775,0.13024666601311907,0.8103708682490133,0.20683443107771754,17470.79662933605,0.004,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.4,12,1,0.0,1.4555076969229463,0.10521001356387916,0.13067431985117486,0.8311683597661866,0.20767226412475298,17695.36936523623,0.004,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.45,8,1,0.0,1.6761941169830248,0.11585280724791414,0.14630590217105563,0.8227615651307904,0.22889294263647778,21250.528266118326,0.0045000000000000005,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.45,10,1,0.0,1.652013834627056,0.1147255666539364,0.1465830183958738,0.8145791300145346,0.23343442926955574,21107.702773548303,0.0045000000000000005,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.45,12,1,0.0,1.6881724581677742,0.11640786713041029,0.14713299218263434,0.82233703454383,0.23497889103747518,21291.16149858524,0.0045000000000000005,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.5,8,1,0.0,1.9009884965140595,0.12592005150132835,0.16263179697455288,0.8110003207746317,0.2610740178355951,25075.74277002583,0.005,2.3,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.5,10,1,0.0,1.909857344022544,0.126302837039326,0.1629915741934477,0.8116520812637987,0.2574071865892987,25010.517436535258,0.005,2.3,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.3,0.5,12,1,0.0,1.9437000642863884,0.1277540495721916,0.16350910693728762,0.8174772058851654,0.25884887755102864,25259.819726125712,0.005,2.3,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
