atr_k,risk_pct,max_positions,entry_confirm,min_rebalance_pct,total_return,cagr,vol,sharpe,max_drawdown,total_costs,rules_per_trade_risk_pct,rules_atr_k,rules_max_positions,rules_cost_bps,rules_max_gross_exposure_pct,regime_on,regime_symbol,regime_window,is_start,is_end
2.4,0.5,10,2,0.002,0.6408637580099841,0.05669522817733341,0.11798601409205069,0.526622923923521,0.22005962387131583,11012.352602359857,0.005,2.4,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.4,0.5,12,2,0.002,0.6239131148410277,0.055474043806822415,0.11812486825155821,0.516357329903204,0.23677619562638932,11007.912154362924,0.005,2.4,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.35,8,2,0.002,0.37619333765914775,0.036198294237432815,0.08078052258016903,0.48069599606654667,0.17579949030000938,6508.6994406676595,0.0034999999999999996,2.5,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.35,10,2,0.002,0.36374541131291327,0.035150373818384484,0.0816233454309142,0.4641829720729743,0.18877963658328006,6495.435637380078,0.0034999999999999996,2.5,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.35,12,2,0.002,0.3694230720938818,0.03562939371665097,0.08219854625503084,0.4671401438665306,0.18688877299932183,6546.828942641967,0.0034999999999999996,2.5,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.4,8,2,0.002,0.4285478795509847,0.040515512718199975,0.09189895911571606,0.4782749942820184,0.20901561385852868,7587.044109332895,0.004,2.5,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.4,10,2,0.002,0.44511080979543705,0.041852047034254936,0.0934295700961412,0.4857141044805392,0.19636555044315784,7691.412210074835,0.004,2.5,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.4,12,2,0.002,0.4221287613449962,0.03999382117537009,0.09391877414859043,0.46466569981582173,0.21858985295204655,7652.972046379541,0.004,2.5,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.45,8,2,0.002,0.49768038861766817,0.04600577056038291,0.10400060578636303,0.4846817530076365,0.22225828405640785,8836.568433098624,0.0045000000000000005,2.5,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.45,10,2,0.002,0.5038979319363672,0.046488440225656014,0.10561186374205656,0.4832738833326786,0.22302906460830055,8901.092209140626,0.0045000000000000005,2.5,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.45,12,2,0.002,0.507793618052012,0.046789960615109205,0.1059743476005285,0.48470678616678964,0.22528836529123794,8995.64335935676,0.0045000000000000005,2.5,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.5,8,2,0.002,0.5586117364917005,0.05066107590552593,0.1155366293063148,0.4857468429317592,0.2447788563117312,10040.209934160155,0.005,2.5,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.5,10,2,0.002,0.5345682670926539,0.0488437473807688,0.11678099309993664,0.4670038069685396,0.2602633329369292,9989.822423825,0.005,2.5,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.5,0.5,12,2,0.002,0.5548256935212748,0.050376567286080975,0.11762458073266135,0.4769191278975612,0.25487485331447673,10123.660347785411,0.005,2.5,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.35,8,2,0.002,0.3470351965597607,0.033730190194559695,0.07978230100555796,0.45580622447025093,0.19341971368548844,5999.24243429548,0.0034999999999999996,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.35,10,2,0.002,0.36417118240258795,0.035186357206986374,0.08142983524737711,0.46551701745574126,0.17963297088638364,6143.110317069574,0.0034999999999999996,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.35,12,2,0.002,0.35608138564611846,0.03450094731369746,0.08198760792633802,0.4548299897955786,0.19030810946000346,6128.771244345276,0.0034999999999999996,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.4,8,2,0.002,0.3924666048238892,0.037555617466132896,0.0916118158103106,0.4483822756553355,0.22303995384437936,7034.527611382999,0.004,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.4,10,2,0.002,0.40534224394214435,0.0386195982230193,0.09308800023266492,0.4537639582048243,0.21206311054314328,7128.638159877073,0.004,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.4,12,2,0.002,0.4064012661314882,0.038706724687255,0.09383250998266199,0.4518045928649158,0.2173782939415459,7204.037957398705,0.004,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.45,8,2,0.002,0.48900101841970556,0.04532900216854996,0.10334457337757091,0.4808282493700125,0.2286957091492545,8229.59638931539,0.0045000000000000005,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.45,10,2,0.002,0.47296392072991167,0.04406924376219634,0.10480399819672938,0.4640954748022063,0.22957583169595355,8264.42540160453,0.0045000000000000005,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.45,12,2,0.002,0.48932510567029874,0.04535433559548219,0.10529003816951975,0.4741282992623207,0.23119415575842175,8355.350085339118,0.0045000000000000005,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.5,8,2,0.002,0.49426804383372014,0.045740111949458484,0.11461698625340958,0.44774452120915226,0.2708147499007383,9188.218906430795,0.005,2.6,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.5,10,2,0.002,0.5366851426292916,0.049004763683860864,0.11607135648071619,0.4704631600148186,0.2580360806877031,9417.265289769504,0.005,2.6,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.6,0.5,12,2,0.002,0.5013993890629482,0.04629469113468554,0.11676734942851862,0.4462032951569578,0.2748137507364531,9344.839917602576,0.005,2.6,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.35,8,2,0.002,0.33848748583167154,0.03299766642788993,0.0790889844310311,0.45014033381943547,0.19388070477653688,5739.645732977364,0.0034999999999999996,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.35,10,2,0.002,0.3527299628237144,0.03421593230760278,0.08054267113693646,0.4581052789114317,0.18303583863863473,5852.880540358908,0.0034999999999999996,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.35,12,2,0.002,0.34765556873727377,0.03378319407947772,0.08074631873249447,0.4519724007427119,0.19167817299942602,5850.802415924806,0.0034999999999999996,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.4,8,2,0.002,0.39214952811529136,0.037529305647307165,0.09088560554977329,0.45095555276110516,0.2166374970945299,6707.685709845229,0.004,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.4,10,2,0.002,0.39773891658150906,0.037992348607439164,0.09199344160250103,0.45149224988173414,0.21782654473426918,6806.802215981486,0.004,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.4,12,2,0.002,0.38747630270958267,0.03714089077618854,0.09226364019543173,0.44154835826349975,0.22107040721857987,6807.51460630454,0.004,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.45,8,2,0.002,0.43220712462076016,0.04081197365078104,0.10183703034106588,0.44389323071139636,0.24891243101783583,7688.3134342568455,0.0045000000000000005,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.45,10,2,0.002,0.46139656870836077,0.04315300768014074,0.1040694455378505,0.4581944413204201,0.23071702943984942,7894.712313925424,0.0045000000000000005,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.45,12,2,0.002,0.4586929920281717,0.042937931722037526,0.10420774828579589,0.4557500780537722,0.2423645857023147,7921.903820066814,0.0045000000000000005,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.5,8,2,0.002,0.5302802572912786,0.04851698191404186,0.11395200554806657,0.47296458375779504,0.25211042692933483,8909.710481217147,0.005,2.7,8.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.5,10,2,0.002,0.5275100512540358,0.0483054469655082,0.11537581003872481,0.46681886321037724,0.25316146828989944,9036.586912370512,0.005,2.7,10.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
2.7,0.5,12,2,0.002,0.5215982181129282,0.04785287262481375,0.11557974218176677,0.4624688918217412,0.2559005642431796,9014.31623763566,0.005,2.7,12.0,5.0,0.6,True,SPY,200.0,2010-01-01,2018-12-31
